"gene_id","symbol"
"18373","Olfr9"
"18383","Tnfrsf11b"
"18386","Oprd1"
"18390","Oprm1"
"18392","Orc1"
"18393","Orc2"
"18412","Sqstm1"
"18413","Osm"
"18414","Osmr"
"18429","Oxt"
"18430","Oxtr"
"18436","P2rx1"
"18439","P2rx7"
"18441","P2ry1"
"18442","P2ry2"
"18479","Pak1"
"18481","Pak3"
"18510","Pax8"
"18519","Kat2b"
"18534","Pck1"
"18538","Pcna"
"18566","Pdcd1"
"18573","Pde1a"
"18574","Pde1b"
"18575","Pde1c"
"18576","Pde3b"
"18577","Pde4a"
"18578","Pde4b"
"18590","Pdgfa"
"18591","Pdgfb"
"18595","Pdgfra"
"18596","Pdgfrb"
"18597","Pdha1"
"18598","Pdha2"
"18607","Pdpk1"
"18609","Pdx1"
"18613","Pecam1"
"18626","Per1"
"18627","Per2"
"18628","Per3"
"18639","Pfkfb1"
"18640","Pfkfb2"
"18641","Pfkl"
"18642","Pfkm"
"18643","Pfn1"
"18645","Pfn2"
"18654","Pgf"
"18655","Pgk1"
"18667","Pgr"
"18670","Abcb4"
"18679","Phka1"
"18682","Phkg1"
"18706","Pik3ca"
"18707","Pik3cd"
"18708","Pik3r1"
"18709","Pik3r2"
"18710","Pik3r3"
"18711","Pikfyve"
"18712","Pim1"
"18717","Pip5k1c"
"18718","Pip4k2a"
"18719","Pip5k1b"
"18720","Pip5k1a"
"18722","Pira1"
"18724","Pira11"
"18725","Pira2"
"18726","Lilra6"
"18727","Pira4"
"18729","Pira6"
"18730","Pira7"
"18733","Pirb"
"18746","Pkm"
"18747","Prkaca"
"18749","Prkacb"
"18750","Prkca"
"18751","Prkcb"
"18752","Prkcg"
"18753","Prkcd"
"18754","Prkce"
"18755","Prkch"
"18759","Prkci"
"18760","Prkd1"
"18761","Prkcq"
"18762","Prkcz"
"18770","Pklr"
"18778","Pla2g1b"
"18780","Pla2g2a"
"18781","Pla2g2c"
"18782","Pla2g2d"
"18783","Pla2g4a"
"18784","Pla2g5"
"18787","Serpine1"
"18788","Serpinb2"
"18791","Plat"
"18792","Plau"
"18793","Plaur"
"18795","Plcb1"
"18796","Plcb2"
"18797","Plcb3"
"18798","Plcb4"
"18799","Plcd1"
"18802","Plcd4"
"18803","Plcg1"
"18805","Pld1"
"18806","Pld2"
"18815","Plg"
"18816","Serpinf2"
"18817","Plk1"
"18821","Pln"
"18829","Ccl21a"
"18830","Pltp"
"18844","Plxna1"
"18845","Plxna2"
"18846","Plxna3"
"18952","Sept4"
"18976","Pomc"
"19012","Plpp1"
"19013","Ppara"
"19015","Ppard"
"19016","Pparg"
"19017","Ppargc1a"
"19042","Ppm1a"
"19043","Ppm1b"
"19045","Ppp1ca"
"19046","Ppp1cb"
"19047","Ppp1cc"
"19049","Ppp1r1b"
"19052","Ppp2ca"
"19053","Ppp2cb"
"19054","Ppp2r3d"
"19055","Ppp3ca"
"19056","Ppp3cb"
"19057","Ppp3cc"
"19058","Ppp3r1"
"19059","Ppp3r2"
"19060","Ppp5c"
"19062","Inpp5k"
"19079","Prkab1"
"19082","Prkag1"
"19084","Prkar1a"
"19085","Prkar1b"
"19087","Prkar2a"
"19088","Prkar2b"
"19090","Prkdc"
"19091","Prkg1"
"19092","Prkg2"
"19094","Mapk11"
"19099","Mapk8ip1"
"19109","Prl"
"19116","Prlr"
"19123","Proc"
"19124","Procr"
"19128","Pros1"
"19141","Lgmn"
"19157","Cyth1"
"19158","Cyth2"
"19159","Cyth3"
"19164","Psen1"
"19165","Psen2"
"19186","Psme1"
"19188","Psme2"
"19192","Psme3"
"19200","Pstpip1"
"19206","Ptch1"
"19207","Ptch2"
"19208","Ptcra"
"19211","Pten"
"192157","Socs7"
"19217","Ptger2"
"192176","Flna"
"19218","Ptger3"
"19219","Ptger4"
"19220","Ptgfr"
"19222","Ptgir"
"19224","Ptgs1"
"19225","Ptgs2"
"19228","Pth1r"
"19229","Ptk2b"
"19246","Ptpn1"
"19247","Ptpn11"
"19249","Ptpn13"
"19252","Dusp1"
"19255","Ptpn2"
"19259","Ptpn5"
"19261","Sirpa"
"19263","Ptprb"
"19264","Ptprc"
"192656","Ripk2"
"192662","Arhgdia"
"19268","Ptprf"
"19271","Ptprj"
"19274","Ptprm"
"192786","Rapgef6"
"19279","Ptprr"
"192897","Itgb4"
"19294","Nectin2"
"19303","Pxn"
"193034","Trpv1"
"193053","Olfr384"
"19309","Pygm"
"19325","Rab10"
"19326","Rab11b"
"19339","Rab3a"
"19344","Rab5b"
"19345","Rab5c"
"19353","Rac1"
"19354","Rac2"
"19355","Rad1"
"19357","Rad21"
"19360","Rad50"
"19367","Rad9a"
"19368","Raet1a"
"19369","Raet1b"
"19370","Raet1c"
"19373","Rag1"
"19374","Rag2"
"193740","Hspa1a"
"19395","Rasgrp2"
"19414","Rasa3"
"19415","Rasal1"
"19416","Rasd1"
"19417","Rasgrf1"
"19418","Rasgrf2"
"19419","Rasgrp1"
"194352","Trpv5"
"194433","Olfr707"
"195046","Nlrp1a"
"19645","Rb1"
"19646","Rbbp4"
"19649","Robo3"
"19650","Rbl1"
"19651","Rbl2"
"19664","Rbpj"
"19668","Rbpjl"
"19684","Rdx"
"19696","Rel"
"19697","Rela"
"19698","Relb"
"19699","Reln"
"19701","Ren1"
"19702","Ren2"
"19719","Rfng"
"19727","Rfxank"
"19730","Ralgds"
"19731","Rgl1"
"19732","Rgl2"
"19735","Rgs2"
"19744","Rheb"
"19765","Ralbp1"
"19766","Ripk1"
"19876","Robo1"
"19877","Rock1"
"19878","Rock2"
"19883","Rora"
"19885","Rorc"
"20104","Rps6"
"20111","Rps6ka1"
"20112","Rps6ka2"
"20130","Rras"
"20135","Rrm2"
"20181","Rxra"
"20182","Rxrb"
"20183","Rxrg"
"20186","Nr1h4"
"20187","Ryk"
"20190","Ryr1"
"20191","Ryr2"
"20192","Ryr3"
"20249","Scd1"
"20250","Scd2"
"20259","Scin"
"20265","Scn1a"
"20266","Scn1b"
"20269","Scn3a"
"20271","Scn5a"
"20272","Scn7a"
"20274","Scn9a"
"20276","Scnn1a"
"20277","Scnn1b"
"20278","Scnn1g"
"20280","Scp2"
"20290","Ccl1"
"20292","Ccl11"
"20293","Ccl12"
"20295","Ccl17"
"20296","Ccl2"
"20297","Ccl20"
"20299","Ccl22"
"20300","Ccl25"
"20301","Ccl27a"
"20302","Ccl3"
"20303","Ccl4"
"20304","Ccl5"
"20305","Ccl6"
"20306","Ccl7"
"20307","Ccl8"
"20308","Ccl9"
"20309","Cxcl15"
"20310","Cxcl2"
"20311","Cxcl5"
"20312","Cx3cl1"
"20315","Cxcl12"
"20317","Serpinf1"
"20319","Sfrp2"
"20346","Sema3a"
"20347","Sema3b"
"20348","Sema3c"
"20349","Sema3e"
"20350","Sema3f"
"20351","Sema4a"
"20352","Sema4b"
"20353","Sema4c"
"20354","Sema4d"
"20355","Sema4f"
"20361","Sema7a"
"20377","Sfrp1"
"20379","Sfrp4"
"20393","Sgk1"
"20399","Sh2b1"
"20400","Sh2d1a"
"20411","Sorbs1"
"20416","Shc1"
"20418","Shc3"
"20423","Shh"
"20430","Cyfip1"
"20437","Siah1a"
"20438","Siah1b"
"20469","Sipa1"
"20493","Slc10a1"
"20525","Slc2a1"
"20526","Slc2a2"
"20528","Slc2a4"
"20541","Slc8a1"
"20544","Slc9a1"
"20562","Slit1"
"20563","Slit2"
"20583","Snai2"
"20597","Smpd1"
"20598","Smpd2"
"20602","Ncor2"
"20604","Sst"
"20605","Sstr1"
"20606","Sstr2"
"20609","Sstr5"
"20613","Snai1"
"20620","Plk2"
"20655","Sod1"
"20656","Sod2"
"20661","Sort1"
"20662","Sos1"
"20663","Sos2"
"20671","Sox17"
"20674","Sox2"
"20682","Sox9"
"20683","Sp1"
"20698","Sphk1"
"20700","Serpina1a"
"20701","Serpina1b"
"20702","Serpina1c"
"20703","Serpina1d"
"20704","Serpina1e"
"20724","Serpinb5"
"20739","Spta1"
"20740","Sptan1"
"20747","Spop"
"20750","Spp1"
"207521","Dtx4"
"207565","Camkk2"
"207728","Pde2a"
"20779","Src"
"20787","Srebf1"
"20807","Srf"
"208117","Aph1b"
"208188","Ghsr"
"20842","Stag1"
"20843","Stag2"
"20844","Stam"
"20845","Star"
"20846","Stat1"
"20847","Stat2"
"20848","Stat3"
"20849","Stat4"
"20850","Stat5a"
"20851","Stat5b"
"20852","Stat6"
"208647","Creb3l2"
"208650","Cblb"
"20866","Stim1"
"208677","Creb3l3"
"20869","Stk11"
"20873","Plk4"
"20874","Slk"
"20878","Aurka"
"208846","Daam1"
"20890","Wnt8a"
"208922","Cpeb3"
"20893","Bhlhe40"
"209091","Ccnb3"
"209200","Dtx3l"
"20927","Abcc8"
"209456","Trp53bp2"
"209590","Il23r"
"20963","Syk"
"210044","Adcy2"
"210198","Gprc6a"
"210766","Brcc3"
"210789","Tbc1d4"
"210801","Unc5d"
"211323","Nrg1"
"211429","Pla2g4b"
"211472","Olfr1373"
"211480","Kcnj14"
"211586","Tfdp2"
"211652","Wwc1"
"211914","Asap2"
"212032","Hk3"
"212398","Frat2"
"212989","Best2"
"213043","Aox2"
"213119","Itga10"
"213208","Il20rb"
"213435","Mylk3"
"213498","Arhgef11"
"21353","Tank"
"21356","Tapbp"
"21372","Tbl1x"
"213788","Chrm5"
"21390","Tbxa2r"
"21391","Tbxas1"
"21402","Skp1a"
"21405","Hnf1a"
"21414","Tcf7"
"21415","Tcf7l1"
"21416","Tcf7l2"
"21423","Tcf3"
"214230","Pak6"
"21432","Tcl1"
"214593","Duox2"
"214763","Cgas"
"214897","Csnk1g1"
"215303","Camk1g"
"215449","Rap1b"
"216019","Hkdc1"
"216033","Ctnna3"
"216148","Shc2"
"216233","Socs2"
"216439","Agap2"
"216459","Myl6b"
"216643","Gabrp"
"216739","Acsl6"
"216742","Fnip1"
"21676","Tead1"
"21677","Tead2"
"21678","Tead3"
"216783","Olfr320"
"21679","Tead4"
"216795","Wnt9a"
"216799","Nlrp3"
"216805","Flcn"
"21682","Tec"
"216869","Arrb2"
"21687","Tek"
"216877","Dhx33"
"216963","Git1"
"217069","Trim25"
"217166","Nr1d1"
"217232","Cdc27"
"217325","Llgl2"
"217692","Sipa1l1"
"21770","Ppp2r5d"
"217708","Lin52"
"21781","Tfdp1"
"21788","Tfpi"
"217944","Rapgef5"
"21802","Tgfa"
"21803","Tgfb1"
"218038","Amph"
"218066","Olfr11"
"21808","Tgfb2"
"21809","Tgfb3"
"21812","Tgfbr1"
"21813","Tgfbr2"
"21819","Tg"
"21823","Th"
"21824","Thbd"
"21825","Thbs1"
"21826","Thbs2"
"218268","Eif4e1b"
"21827","Thbs3"
"21828","Thbs4"
"218294","Cdc14b"
"21832","Thpo"
"21833","Thra"
"21834","Thrb"
"21838","Thy1"
"218397","Rasa1"
"21844","Tiam1"
"218441","Zfyve16"
"21857","Timp1"
"21872","Tjp1"
"218877","Sema3g"
"21894","Tln1"
"21897","Tlr1"
"21898","Tlr4"
"21899","Tlr6"
"219019","Olfr743"
"219140","Spata13"
"21923","Tnc"
"21924","Tnnc1"
"21926","Tnf"
"21929","Tnfaip3"
"21933","Tnfrsf10b"
"21934","Tnfrsf11a"
"21937","Tnfrsf1a"
"21938","Tnfrsf1b"
"21939","Cd40"
"21943","Tnfsf11"
"21947","Cd40lg"
"21954","Tnni3"
"21956","Tnnt2"
"21960","Tnr"
"22003","Tpm1"
"22004","Tpm2"
"22027","Hsp90b1"
"22029","Traf1"
"22030","Traf2"
"22031","Traf3"
"22033","Traf5"
"22034","Traf6"
"22035","Tnfsf10"
"22041","Trf"
"22042","Tfrc"
"22051","Trip6"
"22059","Trp53"
"22062","Trp73"
"22063","Trpc1"
"22065","Trpc3"
"22066","Trpc4"
"22067","Trpc5"
"22068","Trpc6"
"22084","Tsc2"
"22094","Tshb"
"22095","Tshr"
"22130","Ttf1"
"22137","Ttk"
"22142","Tuba1a"
"22143","Tuba1b"
"22144","Tuba3a"
"22145","Tuba4a"
"22146","Tuba1c"
"22147","Tuba3b"
"22165","Txk"
"22166","Txn1"
"22173","Tyr"
"22177","Tyrobp"
"22178","Tyrp1"
"22190","Ubc"
"22227","Ucp1"
"22241","Ulk1"
"22253","Unc5c"
"22259","Nr1h3"
"22318","Vamp2"
"22323","Vasp"
"22324","Vav1"
"22325","Vav2"
"22329","Vcam1"
"22330","Vcl"
"22333","Vdac1"
"22334","Vdac2"
"22335","Vdac3"
"22337","Vdr"
"22339","Vegfa"
"22340","Vegfb"
"22341","Vegfc"
"22346","Vhl"
"22350","Ezr"
"22355","Vipr2"
"223604","Kcnk9"
"22368","Trpv2"
"22370","Vtn"
"22371","Vwf"
"22373","Wap"
"22376","Was"
"223864","Rapgef3"
"223881","Rnd1"
"22390","Wee1"
"22401","Zmat3"
"22408","Wnt1"
"22409","Wnt10a"
"22410","Wnt10b"
"224105","Pak2"
"22411","Wnt11"
"22412","Wnt9b"
"224129","Adcy5"
"22413","Wnt2"
"22414","Wnt2b"
"22415","Wnt3"
"22416","Wnt3a"
"22417","Wnt4"
"22418","Wnt5a"
"22419","Wnt5b"
"22420","Wnt6"
"22421","Wnt7a"
"22422","Wnt7b"
"22423","Wnt8b"
"224480","Nox3"
"224753","H2-M10.4"
"224754","H2-M11"
"224756","H2-M1"
"224761","H2-M10.5"
"225028","Map4k3"
"225471","Ticam2"
"225845","Plaat3"
"225849","Ppp2r5b"
"225870","Rin1"
"225913","Tkfc"
"225998","Rorb"
"22601","Yap1"
"22612","Yes1"
"226251","Ablim1"
"22627","Ywhae"
"22628","Ywhag"
"22629","Ywhah"
"22630","Ywhaq"
"22631","Ywhaz"
"22637","Zap70"
"22642","Zbtb17"
"226519","Lamc1"
"226525","Rasal2"
"226548","Aph1a"
"226849","Ppp2r5a"
"226970","Arhgef4"
"227154","Stradb"
"227288","Cxcr1"
"227377","Farp2"
"227541","Camk1d"
"227753","Gsn"
"227789","Olfr358"
"22793","Zyx"
"228026","Pdk1"
"228139","P2rx3"
"228228","Olfr1102"
"228443","Olfr1283"
"228607","Mavs"
"228785","Mylk2"
"228966","Ppp1r3d"
"229445","Ctso"
"229615","Pias3"
"229658","Vangl1"
"229776","Cdc14a"
"229927","Clca3b"
"229933","Clca2"
"230073","Ddx58"
"230103","Npr2"
"230396","Ifna13"
"230405","Ifne"
"230597","Zfyve9"
"230639","Cyp4a29"
"230784","Sesn2"
"230828","Il22ra1"
"230837","Asap3"
"230899","Nppa"
"231148","Ablim2"
"231201","AF366264"
"231207","Cpeb2"
"231506","Lin54"
"231602","P2rx2"
"231637","Ssh1"
"231724","Rad9b"
"231991","Creb5"
"232157","Mob1a"
"232345","A2m"
"232493","Gys2"
"232790","Oscar"
"232801","Lilra5"
"232807","Ppp1r12c"
"232889","Pla2g4c"
"232906","Arhgap35"
"232975","Atp1a3"
"233020","Hipk4"
"233046","Rasgrp4"
"233079","Ffar2"
"233081","Ffar1"
"233578","Olfr553"
"233649","Cnga4"
"233670","Olfr6"
"233979","Tpcn2"
"234130","Dkk4"
"234683","Elmo3"
"234779","Plcg2"
"234889","Gucy1a2"
"235248","Olfr952"
"235256","Olfr149"
"235344","Sik2"
"235542","Ppp2r3a"
"235584","Dusp7"
"235587","Parp3"
"235611","Plxnb1"
"235674","Acaa1b"
"236509","Olfr366"
"236781","Gpr119"
"236784","Olfr1320"
"236785","Olfr1321"
"237038","Nox1"
"237310","Il22ra2"
"237313","Il20ra"
"237625","Pla2g3"
"237860","Ssh2"
"23797","Akt3"
"23805","Apc2"
"238057","Gdf7"
"238130","Dock4"
"23832","Xcr1"
"23834","Cdc6"
"23844","Clca1"
"238463","Tubal3"
"238564","Mylk4"
"23859","Dlg2"
"23871","Ets1"
"23872","Ets2"
"23880","Fyb"
"23882","Gadd45g"
"238871","Pde4d"
"23900","Hcst"
"239114","Il17d"
"239134","Gucy1b2"
"23920","Insrr"
"23921","Sh2b2"
"23928","Lamc3"
"239319","Card6"
"23938","Map2k5"
"23939","Mapk7"
"239556","Cacna1i"
"23957","Nr0b2"
"23988","Pin1"
"240057","Syngap1"
"240095","H2-M5"
"24013","Grk1"
"24014","Rnasel"
"240168","Rasgrp3"
"240354","Malt1"
"24047","Ccl19"
"24055","Sh3bp2"
"24061","Smc1a"
"240672","Dusp5"
"24069","Sufu"
"24088","Tlr2"
"240888","Gpr161"
"24099","Tnfsf13b"
"24105","Rbck1"
"241113","Prkag3"
"241118","Asic4"
"24117","Wif1"
"241226","Itga8"
"241634","Spdye4c"
"241656","Pak7"
"242316","Gdf6"
"242425","Gabbr2"
"242443","Grin3a"
"242517","Ifna15"
"242519","Ifna12"
"242687","Wasf2"
"242700","Ifnlr1"
"242705","E2f2"
"242851","Gnat3"
"243270","Hcar1"
"243548","Prickle2"
"243634","Ano2"
"243743","Plxna4"
"243764","Chrm2"
"243816","Gp6"
"244187","Olfr684"
"244416","Ppp1r3b"
"244646","Pkd1l3"
"244650","Phlpp2"
"244668","Sipa1l2"
"244701","Mtnr1b"
"245000","Atr"
"245026","Col6a6"
"245506","Ppp4r3c-ps"
"245509","4932429P05Rik"
"245511","4930415L06Rik"
"245615","Kir3dl2"
"245616","Kir3dl1"
"245670","Rragb"
"245857","Ssh3"
"245880","Wasf3"
"246133","Kcne2"
"246256","Fcgr4"
"246788","Trpv3"
"252875","Mios"
"257632","Nod2"
"257662","Olfr1290"
"257665","Olfr1506"
"257666","Olfr772"
"257667","Olfr769"
"257734","Olfr1355"
"257872","Olfr835"
"257875","Olfr1116"
"257881","Olfr205"
"257882","Olfr1344"
"257883","Olfr1357"
"257884","Olfr744"
"257885","Olfr885"
"257886","Olfr225"
"257887","Olfr1200"
"257888","Olfr1386"
"257889","Olfr132"
"257890","Olfr12"
"257891","Olfr479"
"257892","Olfr324"
"257898","Olfr867"
"257900","Olfr1024"
"257902","Olfr704"
"257904","Olfr294"
"257905","Olfr298"
"257906","Olfr293"
"257909","Olfr735"
"257910","Olfr671"
"257912","Olfr948"
"257913","Olfr141"
"257915","Olfr1016"
"257916","Olfr1031"
"257917","Olfr314"
"257919","Olfr467"
"257921","Olfr1229"
"257926","Olfr544"
"257929","Olfr299"
"257932","Olfr332"
"257933","Olfr1089"
"257936","Olfr1028"
"257938","Olfr1419"
"257939","Olfr527"
"257941","Olfr1042"
"257943","Olfr285"
"257947","Olfr543"
"257950","Olfr1039"
"257951","Olfr987"
"257956","Olfr1307"
"257958","Olfr301"
"257959","Olfr1537"
"257961","Olfr1432"
"257962","Olfr222"
"257963","Olfr857"
"257971","Olfr1382"
"257972","Olfr193"
"257974","Olfr1053"
"257975","Olfr598"
"257978","Olfr1322"
"257979","Olfr1281"
"257980","Olfr1275"
"257985","Olfr782"
"257996","Olfr884"
"258016","Olfr453"
"258019","Olfr212"
"258020","Olfr213"
"258022","Olfr1318"
"258023","Olfr1306"
"258025","Olfr1211"
"258027","Olfr1385"
"258028","Olfr901"
"258036","Olfr198"
"258039","Olfr728"
"258051","Olfr93"
"258055","Olfr524"
"258056","Olfr533"
"258060","Olfr1181"
"258065","Olfr312"
"258067","Olfr1359"
"258069","Olfr787"
"258074","Olfr834"
"258086","Olfr967"
"258087","Olfr963"
"258089","Olfr304"
"258095","Olfr119"
"258097","Olfr1500"
"258098","Olfr1490"
"258101","Olfr1137"
"258103","Olfr1152"
"258105","Olfr1162"
"258111","Olfr1129"
"258113","Olfr748"
"258117","Olfr1437"
"258120","Olfr1463"
"258134","Olfr426"
"258135","Olfr597"
"258136","Olfr517"
"258139","Olfr591"
"258147","Olfr675"
"258148","Olfr789"
"258151","Olfr1505"
"258153","Olfr412"
"258154","Olfr1029"
"258155","Olfr1425"
"258156","Olfr605"
"258158","Olfr169"
"258160","Olfr685"
"258165","Olfr965"
"258168","Olfr566"
"258173","Olfr1532-ps1"
"258177","Olfr1222"
"258178","Olfr180"
"258180","Olfr699"
"258183","Olfr917"
"258189","Olfr624"
"258196","Olfr309"
"258198","Olfr224"
"258201","Olfr538"
"258203","Olfr1178"
"258206","Olfr1264"
"258207","Olfr452"
"258215","Olfr506"
"258216","Olfr1034"
"258218","Olfr102"
"258220","Olfr1148"
"258222","Olfr310"
"258224","Olfr1358"
"258225","Olfr913"
"258227","Olfr1418"
"258228","Olfr1415"
"258231","Olfr1471"
"258232","Olfr774"
"258233","Olfr741"
"258235","Olfr1084"
"258236","Olfr391"
"258238","Olfr417"
"258241","Olfr1212"
"258242","Olfr955"
"258245","Olfr1036"
"258246","Olfr594"
"258247","Olfr645"
"258248","Olfr576"
"258249","Olfr845"
"258252","Olfr813"
"258255","Olfr1010"
"258257","Olfr1313"
"258258","Olfr1308"
"258259","Olfr1338"
"258261","Olfr325"
"258263","Olfr117"
"258264","Olfr747"
"258265","Olfr1333"
"258266","Olfr247"
"258267","Olfr370"
"258268","Olfr1511"
"258269","Olfr930"
"258270","Olfr448"
"258271","Olfr1311"
"258272","Olfr1402"
"258273","Olfr1394"
"258274","Olfr1412"
"258275","Olfr729"
"258276","Olfr960"
"258277","Olfr281"
"258278","Olfr284"
"258279","Olfr846"
"258280","Olfr1366"
"258281","Olfr780"
"258282","Olfr801"
"258283","Olfr981"
"258284","Olfr114"
"258285","Olfr122"
"258286","Olfr113"
"258287","Olfr125"
"258288","Olfr1484"
"258289","Olfr1324"
"258290","Olfr1143"
"258291","Olfr1167"
"258292","Olfr446"
"258293","Olfr437"
"258294","Olfr1115"
"258295","Olfr746"
"258296","Olfr745"
"258297","Olfr827"
"258298","Olfr1475"
"258299","Olfr1461"
"258300","Olfr1449"
"258301","Olfr1340"
"258302","Olfr420"
"258303","Olfr518"
"258304","Olfr498"
"258305","Olfr1356"
"258306","Olfr1337"
"258307","Olfr493"
"258308","Olfr510"
"258309","Olfr657"
"258310","Olfr145"
"258311","Olfr601"
"258313","Olfr726"
"258314","Olfr725"
"258315","Olfr767"
"258316","Olfr727"
"258317","Olfr1145"
"258318","Olfr186"
"258319","Olfr187"
"258320","Olfr1232"
"258321","Olfr809"
"258322","Olfr554"
"258323","Olfr943"
"258324","Olfr129"
"258325","Olfr110"
"258326","Olfr642"
"258327","Olfr958"
"258328","Olfr954"
"258329","Olfr135"
"258330","Olfr1274"
"258331","Olfr1330"
"258333","Olfr893"
"258334","Olfr1396"
"258335","Olfr374"
"258336","Olfr77"
"258338","Olfr1259"
"258339","Olfr1269"
"258340","Olfr1265"
"258341","Olfr1495"
"258342","Olfr1491"
"258343","Olfr397"
"258344","Olfr390"
"258345","Olfr1121"
"258346","Olfr1128"
"258347","Olfr1123"
"258348","Olfr1133"
"258350","Olfr706"
"258351","Olfr633"
"258352","Olfr692"
"258353","Olfr521"
"258354","Olfr168"
"258355","Olfr677"
"258356","Olfr564"
"258357","Olfr574"
"258358","Olfr557"
"258359","Olfr1312"
"258360","Olfr731"
"258361","Olfr495"
"258362","Olfr1094"
"258363","Olfr1093"
"258364","Olfr976"
"258365","Olfr361"
"258366","Olfr434"
"258368","Olfr1450"
"258369","Olfr509"
"258370","Olfr1253"
"258371","Olfr368"
"258372","Olfr918"
"258373","Olfr323"
"258374","Olfr127"
"258375","Olfr794"
"258377","Olfr654"
"258378","Olfr593"
"258379","Olfr1284"
"258380","Olfr461"
"258381","Olfr460"
"258382","Olfr208"
"258383","Olfr1347"
"258384","Olfr1350"
"258385","Olfr1323"
"258386","Olfr1058"
"258387","Olfr720"
"258388","Olfr1279"
"258389","Olfr1278"
"258390","Olfr1276"
"258391","Olfr1277"
"258392","Olfr190"
"258393","Olfr1325"
"258394","Olfr1328"
"258395","Olfr1288"
"258396","Olfr1305"
"258397","Olfr1303"
"258398","Olfr1295"
"258399","Olfr1289"
"258401","Olfr1076"
"258402","Olfr1079"
"258403","Olfr1065"
"258404","Olfr1080"
"258405","Olfr1420"
"258406","Olfr462"
"258407","Olfr464"
"258408","Olfr463"
"258409","Olfr1431"
"258410","Olfr291"
"258411","Olfr290"
"258412","Olfr877"
"258413","Olfr881"
"258414","Olfr883"
"258415","Olfr887"
"258416","Olfr888"
"258417","Olfr470"
"258418","Olfr469"
"258420","Olfr221"
"258421","Olfr223"
"258422","Olfr742"
"258423","Olfr1510"
"258424","Olfr1512"
"258425","Olfr994"
"258426","Olfr995"
"258427","Olfr993"
"258428","Olfr998"
"258429","Olfr996"
"258430","Olfr938"
"258431","Olfr937"
"258432","Olfr919"
"258433","Olfr933"
"258434","Olfr934"
"258435","Olfr382"
"258436","Olfr458"
"258437","Olfr450"
"258438","Olfr215"
"258439","Olfr1309"
"258440","Olfr1317"
"258441","Olfr1310"
"258442","Olfr1314"
"258443","Olfr164"
"258444","Olfr694"
"258445","Olfr693"
"258446","Olfr1231"
"258447","Olfr1241"
"258448","Olfr92"
"258449","Olfr282"
"258450","Olfr1199"
"258451","Olfr1215"
"258453","Olfr1209"
"258454","Olfr1202"
"258455","Olfr1204"
"258456","Olfr1196"
"258457","Olfr108"
"258458","Olfr165"
"258459","Olfr1388"
"258460","Olfr1391"
"258461","Olfr1381"
"258462","Olfr1392"
"258463","Olfr1393"
"258464","Olfr1384"
"258465","Olfr1387"
"258466","Olfr1261"
"258468","Olfr1254"
"258469","Olfr90"
"258470","Olfr91"
"258471","Olfr891"
"258472","Olfr899"
"258474","Olfr890"
"258475","Olfr889"
"258477","Olfr197"
"258478","Olfr183"
"258479","Olfr203"
"258480","Olfr130"
"258481","Olfr137"
"258482","Olfr266"
"258483","Olfr1411"
"258484","Olfr1410"
"258485","Olfr724"
"258486","Olfr730"
"258487","Olfr722"
"258488","Olfr474"
"258489","Olfr486"
"258490","Olfr492"
"258491","Olfr490"
"258492","Olfr484"
"258493","Olfr319"
"258494","Olfr318"
"258495","Olfr328"
"258497","Olfr961"
"258498","Olfr148"
"258499","Olfr945"
"258500","Olfr944"
"258501","Olfr959"
"258502","Olfr279"
"258503","Olfr98"
"258504","Olfr107"
"258505","Olfr97"
"258506","Olfr95"
"258507","Olfr96"
"258508","Olfr99"
"258511","Olfr523"
"258512","Olfr530"
"258513","Olfr536"
"258515","Olfr854"
"258516","Olfr850"
"258517","Olfr855"
"258518","Olfr847"
"258519","Olfr859"
"258520","Olfr849"
"258521","Olfr860"
"258522","Olfr1183"
"258523","Olfr1186"
"258524","Olfr1168"
"258525","Olfr1170"
"258526","Olfr1367"
"258527","Olfr1368"
"258528","Olfr1370"
"258529","Olfr313"
"258530","Olfr311"
"258531","Olfr315"
"258532","Olfr373"
"258533","Olfr1364"
"258534","Olfr1361"
"258536","Olfr1360"
"258537","Olfr777"
"258538","Olfr775"
"258540","Olfr771"
"258541","Olfr800"
"258542","Olfr786"
"258543","Olfr810"
"258544","Olfr788"
"258545","Olfr811"
"258546","Olfr806"
"258547","Olfr803"
"258548","Olfr805"
"258549","Olfr798"
"258551","Olfr866"
"258552","Olfr868"
"258553","Olfr872"
"258554","Olfr873"
"258555","Olfr862"
"258557","Olfr836"
"258558","Olfr837"
"258559","Olfr830"
"258560","Olfr843"
"258561","Olfr1012"
"258562","Olfr1014"
"258563","Olfr1006"
"258564","Olfr1015"
"258565","Olfr1009"
"258566","Olfr1002"
"258568","Olfr1457"
"258569","Olfr459"
"258570","Olfr1043"
"258571","Olfr1033"
"258572","Olfr1032"
"258573","Olfr1020"
"258575","Olfr1046"
"258577","Olfr1026"
"258579","Olfr1018"
"258580","Olfr1023"
"258581","Olfr1030"
"258582","Olfr1022"
"258583","Olfr1085"
"258584","Olfr1101"
"258585","Olfr1086"
"258586","Olfr1111"
"258587","Olfr1100"
"258589","Olfr703"
"258590","Olfr702"
"258591","Olfr695"
"258592","Olfr697"
"258593","Olfr700"
"258594","Olfr710"
"258595","Olfr698"
"258597","Olfr716"
"258598","Olfr828"
"258600","Olfr270"
"258601","Olfr984"
"258602","Olfr150"
