"name","label","path.id","path.name"
"N-mmu04115-3","Gadd45a","mmu04115","p53 signaling pathway"
"N-mmu04115-56","Sesn1","mmu04115","p53 signaling pathway"
"N-mmu04115-23","Pten","mmu04115","p53 signaling pathway"
"N-mmu04115-15","Tsc2","mmu04115","p53 signaling pathway"
"N-mmu04115-2","Igfbp3","mmu04115","p53 signaling pathway"
"N-mmu04115-22","Steap3","mmu04115","p53 signaling pathway"
"N-mmu04115-49","Mdm2*","mmu04115","p53 signaling pathway"
"N-mmu04115-19","Rfwd2","mmu04115","p53 signaling pathway"
"N-mmu04115-50","Rchy1","mmu04115","p53 signaling pathway"
"N-mmu04115-18","Ccng1","mmu04115","p53 signaling pathway"
"N-mmu04115-1","Siah1a","mmu04115","p53 signaling pathway"
"N-mmu04115-16","Ppm1d","mmu04115","p53 signaling pathway"
"N-mmu04115-17","Trp73","mmu04115","p53 signaling pathway"
"N-mmu04150-2","Igf1r","mmu04150","mTOR signaling pathway"
"N-mmu04150-3","Irs1","mmu04150","mTOR signaling pathway"
"N-mmu04150-4","Pik3ca","mmu04150","mTOR signaling pathway"
"N-mmu04150-5","Braf","mmu04150","mTOR signaling pathway"
"N-mmu04150-7","Mapk1","mmu04150","mTOR signaling pathway"
"N-mmu04150-8","Hras","mmu04150","mTOR signaling pathway"
"N-mmu04150-9","Map2k1","mmu04150","mTOR signaling pathway"
"N-mmu04150-10","Pten","mmu04150","mTOR signaling pathway"
"N-mmu04150-11","Pdpk1","mmu04150","mTOR signaling pathway"
"N-mmu04150-12","Akt1","mmu04150","mTOR signaling pathway"
"N-mmu04150-15","Eif4ebp1","mmu04150","mTOR signaling pathway"
"N-mmu04150-17","Rps6kb2","mmu04150","mTOR signaling pathway"
"N-mmu04150-21","Phosphatidylinositol-3,4,5-trisphosphate","mmu04150","mTOR signaling pathway"
"N-mmu04150-25","Rps6ka3","mmu04150","mTOR signaling pathway"
"N-mmu04150-26","Prkaa1","mmu04150","mTOR signaling pathway"
"N-mmu04150-27","AMP","mmu04150","mTOR signaling pathway"
"N-mmu04150-28","Grb2","mmu04150","mTOR signaling pathway"
"N-mmu04150-29","Ddit4","mmu04150","mTOR signaling pathway"
"N-mmu04150-34","Tnf","mmu04150","mTOR signaling pathway"
"N-mmu04150-35","Ikbkb","mmu04150","mTOR signaling pathway"
"N-mmu04150-36","Tnfrsf1a","mmu04150","mTOR signaling pathway"
"N-mmu04150-37","Rps6kb2*","mmu04150","mTOR signaling pathway"
"N-mmu04150-40","Sos1","mmu04150","mTOR signaling pathway"
"N-mmu04150-41","Nprl3","mmu04150","mTOR signaling pathway"
"N-mmu04150-42","Rnf152","mmu04150","mTOR signaling pathway"
"N-mmu04150-43","Skp2","mmu04150","mTOR signaling pathway"
"N-mmu04150-44","Sec13","mmu04150","mTOR signaling pathway"
"N-mmu04150-45","Sesn2","mmu04150","mTOR signaling pathway"
"N-mmu04150-46","L-Leucine","mmu04150","mTOR signaling pathway"
"N-mmu04150-47","Atp6v1h","mmu04150","mTOR signaling pathway"
"N-mmu04150-48","Slc38a9","mmu04150","mTOR signaling pathway"
"N-mmu04150-49","Lamtor3","mmu04150","mTOR signaling pathway"
"N-mmu04150-51","Igf1","mmu04150","mTOR signaling pathway"
"N-mmu04150-52","Grb10","mmu04150","mTOR signaling pathway"
"N-mmu04150-58","Deptor","mmu04150","mTOR signaling pathway"
"N-mmu04150-61","Akt1s1","mmu04150","mTOR signaling pathway"
"N-mmu04150-66","Deptor*","mmu04150","mTOR signaling pathway"
"N-mmu04150-74","Gsk3b","mmu04150","mTOR signaling pathway"
"N-mmu04150-75","Wnt8a","mmu04150","mTOR signaling pathway"
"N-mmu04150-79","Dvl1","mmu04150","mTOR signaling pathway"
"N-mmu04150-13 22","Tsc2 Tbc1d7","mmu04150","mTOR signaling pathway"
"N-mmu04150-54 55","Flcn Fnip1","mmu04150","mTOR signaling pathway"
"N-mmu04150-76 78","Fzd1 Lrp5","mmu04150","mTOR signaling pathway"
"N-mmu04150-83 85","Stk11 Cab39","mmu04150","mTOR signaling pathway"
"N-mmu04150-83 84","Stk11 Stradb","mmu04150","mTOR signaling pathway"
"N-mmu04150-50","Chuk","mmu04150","mTOR signaling pathway"
"N-mmu04150-31","Eif4e","mmu04150","mTOR signaling pathway"
"N-mmu04150-56","Eif4b","mmu04150","mTOR signaling pathway"
"N-mmu04150-33","105244208","mmu04150","mTOR signaling pathway"
"N-mmu04150-23 24","Rragb Rragd","mmu04150","mTOR signaling pathway"
"N-mmu04150-57 59","Mtor Mlst8","mmu04150","mTOR signaling pathway"
"N-mmu04150-57 63 62","Mtor Telo2 Tti1","mmu04150","mTOR signaling pathway"
"N-mmu04150-57 60","Mtor Rptor","mmu04150","mTOR signaling pathway"
"N-mmu04150-64 67","Mtor Mlst8*","mmu04150","mTOR signaling pathway"
"N-mmu04150-64 71 70","Mtor Telo2 Tti1*","mmu04150","mTOR signaling pathway"
"N-mmu04150-64 68","Mtor Rictor","mmu04150","mTOR signaling pathway"
"N-mmu04150-14","Rheb","mmu04150","mTOR signaling pathway"
"N-mmu04151-1","Phosphatidylinositol-3,4,5-trisphosphate","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-3","Eif4ebp1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-6","Rps6kb2","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-10","Rheb","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-13","Akt1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-14","Pdpk1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-15","Pik3ca","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-19","Pten","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-20","Irs1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-21","Csf1r","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-23","Gsk3b","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-29","Foxo3","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-30","Bad","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-31","Mdm2","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-38","Chuk","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-39","Nfkb1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-41","Ywhae","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-43","Angpt1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-44","Grb2","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-45","Sos1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-46","Hras","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-47","Them4","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-48","Gm2436","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-53","Prkaa1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-54","Ddit4","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-55","Stk11","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-58","Crtc2","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-59","Phlpp2","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-60","Cdkn1a","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-61","Cdkn1b*","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-71","Raf1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-72","Map2k1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-75","Pik3cg","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-84","Chad","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-86","Tlr4","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-87","Rac1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-91","Csf3","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-95","Atf2","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-106","AMP","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-107","Mtcp1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-108","Nr4a1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-11 12","Tsc2 Tsc1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-7 8 9","Rptor Mtor Mlst8","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-104 79","Pik3ap1 Cd19","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-22 81","Chrm1 Gm15776","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-49 50","Hsp90ab1 Cdc37","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-78 80","CRP55H Syk","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-2","Eif4e","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-5","Eif4b","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-4","105244208","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-51","Nos3","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-63","Casp9","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-100","Prkca","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-101","Pkn2","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-102","Sgk3","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-34","Gys1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-24","Myc","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-35","Ccnd1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-25","Cdkn1b","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-26","Rbl2","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-36","Pck1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-37","G6pc","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-27","Fasl","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-28","Bcl2l11","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-32","Bcl2l1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-103","Bcl2*","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-33","Trp53","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-98","Bcl2l1*","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-99","Myb","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-105 62","Ccnd1 Cdk2","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-73","Mapk1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-82 83 85","Itga9 Itgb1 Ptk2","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-89 90","Csf3r Jak1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-96","Bcl2","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-97","Mcl1","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-109","Rxra","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04151-110","Bcl2**","mmu04151","PI3K-Akt signaling pathway"
"N-mmu04152-1","Prkaa1","mmu04152","AMPK signaling pathway"
"N-mmu04152-2","Ins1","mmu04152","AMPK signaling pathway"
"N-mmu04152-4","Insr","mmu04152","AMPK signaling pathway"
"N-mmu04152-5","Akt1","mmu04152","AMPK signaling pathway"
"N-mmu04152-6","Pik3ca","mmu04152","AMPK signaling pathway"
"N-mmu04152-7","Pdpk1","mmu04152","AMPK signaling pathway"
"N-mmu04152-8","Irs1","mmu04152","AMPK signaling pathway"
"N-mmu04152-9","Phosphatidylinositol-3,4,5-trisphosphate","mmu04152","AMPK signaling pathway"
"N-mmu04152-13","Igf1","mmu04152","AMPK signaling pathway"
"N-mmu04152-14","Igf1r","mmu04152","AMPK signaling pathway"
"N-mmu04152-22","Foxo1*","mmu04152","AMPK signaling pathway"
"N-mmu04152-23","NAD+","mmu04152","AMPK signaling pathway"
"N-mmu04152-25","Ppargc1a","mmu04152","AMPK signaling pathway"
"N-mmu04152-26","Ppargc1a*","mmu04152","AMPK signaling pathway"
"N-mmu04152-28","Camkk2","mmu04152","AMPK signaling pathway"
"N-mmu04152-29","Calcium cation","mmu04152","AMPK signaling pathway"
"N-mmu04152-32","Malonyl-CoA","mmu04152","AMPK signaling pathway"
"N-mmu04152-37","beta-D-Fructose 2,6-bisphosphate","mmu04152","AMPK signaling pathway"
"N-mmu04152-46","Mtor","mmu04152","AMPK signaling pathway"
"N-mmu04152-48","Adipoq","mmu04152","AMPK signaling pathway"
"N-mmu04152-51","Hnf4a","mmu04152","AMPK signaling pathway"
"N-mmu04152-55","Srebf1","mmu04152","AMPK signaling pathway"
"N-mmu04152-59","Eef2k","mmu04152","AMPK signaling pathway"
"N-mmu04152-66","Malonyl-CoA*","mmu04152","AMPK signaling pathway"
"N-mmu04152-72","Tbc1d1","mmu04152","AMPK signaling pathway"
"N-mmu04152-76","Elavl1","mmu04152","AMPK signaling pathway"
"N-mmu04152-83","Adra1a","mmu04152","AMPK signaling pathway"
"N-mmu04152-85","Camkk2*","mmu04152","AMPK signaling pathway"
"N-mmu04152-86","Lep","mmu04152","AMPK signaling pathway"
"N-mmu04152-91","Rab8a","mmu04152","AMPK signaling pathway"
"N-mmu04152-92","Rheb","mmu04152","AMPK signaling pathway"
"N-mmu04152-95","Map3k7","mmu04152","AMPK signaling pathway"
"N-mmu04152-45 93","Tsc2 Tsc1","mmu04152","AMPK signaling pathway"
"N-mmu04152-19 73 74","Stk11 Stradb Cab39","mmu04152","AMPK signaling pathway"
"N-mmu04152-67 102","Crtc2 Creb1","mmu04152","AMPK signaling pathway"
"N-mmu04152-35","Pfkfb3","mmu04152","AMPK signaling pathway"
"N-mmu04152-94","Mlycd","mmu04152","AMPK signaling pathway"
"N-mmu04152-49","Gys1","mmu04152","AMPK signaling pathway"
"N-mmu04152-81","Lipe","mmu04152","AMPK signaling pathway"
"N-mmu04152-82","Hmgcr","mmu04152","AMPK signaling pathway"
"N-mmu04152-64","Acacb","mmu04152","AMPK signaling pathway"
"N-mmu04152-30","Acaca","mmu04152","AMPK signaling pathway"
"N-mmu04152-87","Cd36","mmu04152","AMPK signaling pathway"
"N-mmu04152-89","Cftr","mmu04152","AMPK signaling pathway"
"N-mmu04152-15","Foxo1","mmu04152","AMPK signaling pathway"
"N-mmu04152-24","Sirt1","mmu04152","AMPK signaling pathway"
"N-mmu04152-54","Slc2a4*","mmu04152","AMPK signaling pathway"
"N-mmu04152-33","Cpt1a","mmu04152","AMPK signaling pathway"
"N-mmu04152-38","Pfkl","mmu04152","AMPK signaling pathway"
"N-mmu04152-41","Fbp2","mmu04152","AMPK signaling pathway"
"N-mmu04152-61","Rps6kb2","mmu04152","AMPK signaling pathway"
"N-mmu04152-63","Pparg","mmu04152","AMPK signaling pathway"
"N-mmu04152-62","Eif4ebp1","mmu04152","AMPK signaling pathway"
"N-mmu04152-103","Ulk1","mmu04152","AMPK signaling pathway"
"N-mmu04152-27","Adipor2","mmu04152","AMPK signaling pathway"
"N-mmu04152-53","G6pc","mmu04152","AMPK signaling pathway"
"N-mmu04152-52","Pck1","mmu04152","AMPK signaling pathway"
"N-mmu04152-56","Fasn","mmu04152","AMPK signaling pathway"
"N-mmu04152-57","Acaca*","mmu04152","AMPK signaling pathway"
"N-mmu04152-58","Scd1","mmu04152","AMPK signaling pathway"
"N-mmu04152-60","Eef2","mmu04152","AMPK signaling pathway"
"N-mmu04152-77","Ccnd1","mmu04152","AMPK signaling pathway"
"N-mmu04152-78","Ccna1","mmu04152","AMPK signaling pathway"
"N-mmu04152-84","Lepr","mmu04152","AMPK signaling pathway"
"N-mmu04152-44","Slc2a4","mmu04152","AMPK signaling pathway"
"N-mmu04152-68","Ppargc1a**","mmu04152","AMPK signaling pathway"
"N-mmu04210-5","Atm","mmu04210","Apoptosis"
"N-mmu04210-6","Trp53","mmu04210","Apoptosis"
"N-mmu04210-9","Bcl2","mmu04210","Apoptosis"
"N-mmu04210-12","Casp9","mmu04210","Apoptosis"
"N-mmu04210-13","Casp7","mmu04210","Apoptosis"
"N-mmu04210-14","Casp3","mmu04210","Apoptosis"
"N-mmu04210-15","Bad","mmu04210","Apoptosis"
"N-mmu04210-16","Nfkb1","mmu04210","Apoptosis"
"N-mmu04210-17","Birc3*","mmu04210","Apoptosis"
"N-mmu04210-18","Casp6","mmu04210","Apoptosis"
"N-mmu04210-19","Nfkbia","mmu04210","Apoptosis"
"N-mmu04210-23","Casp8","mmu04210","Apoptosis"
"N-mmu04210-25","Capn1","mmu04210","Apoptosis"
"N-mmu04210-26","Akt1","mmu04210","Apoptosis"
"N-mmu04210-27","Map3k14","mmu04210","Apoptosis"
"N-mmu04210-28","Chuk","mmu04210","Apoptosis"
"N-mmu04210-29","Cflar","mmu04210","Apoptosis"
"N-mmu04210-30","Pik3ca","mmu04210","Apoptosis"
"N-mmu04210-31","Traf2","mmu04210","Apoptosis"
"N-mmu04210-36","Fadd","mmu04210","Apoptosis"
"N-mmu04210-37","Csf2rb","mmu04210","Apoptosis"
"N-mmu04210-38","Ntrk1","mmu04210","Apoptosis"
"N-mmu04210-39","Tnfrsf1a","mmu04210","Apoptosis"
"N-mmu04210-40","Tnfrsf10b","mmu04210","Apoptosis"
"N-mmu04210-41","Fas","mmu04210","Apoptosis"
"N-mmu04210-42","Il3","mmu04210","Apoptosis"
"N-mmu04210-43","Ngf","mmu04210","Apoptosis"
"N-mmu04210-44","Tnf","mmu04210","Apoptosis"
"N-mmu04210-46","Tnfsf10","mmu04210","Apoptosis"
"N-mmu04210-47","Fasl","mmu04210","Apoptosis"
"N-mmu04210-53","Diablo","mmu04210","Apoptosis"
"N-mmu04210-54","Sept4","mmu04210","Apoptosis"
"N-mmu04210-55","Htra2","mmu04210","Apoptosis"
"N-mmu04210-67","Casp12","mmu04210","Apoptosis"
"N-mmu04210-76","Bcl2l1*","mmu04210","Apoptosis"
"N-mmu04210-77","Daxx","mmu04210","Apoptosis"
"N-mmu04210-78","Map3k5","mmu04210","Apoptosis"
"N-mmu04210-79","Mapk10","mmu04210","Apoptosis"
"N-mmu04210-80","Dab2ip","mmu04210","Apoptosis"
"N-mmu04210-81","Jun","mmu04210","Apoptosis"
"N-mmu04210-82","Fos","mmu04210","Apoptosis"
"N-mmu04210-87","Bbc3*","mmu04210","Apoptosis"
"N-mmu04210-88","Pmaip1*","mmu04210","Apoptosis"
"N-mmu04210-89","Ctsb","mmu04210","Apoptosis"
"N-mmu04210-90","Calcium cation","mmu04210","Apoptosis"
"N-mmu04210-91","Ddit3","mmu04210","Apoptosis"
"N-mmu04210-92","Eif2ak3","mmu04210","Apoptosis"
"N-mmu04210-93","Eif2s1","mmu04210","Apoptosis"
"N-mmu04210-94","Atf4","mmu04210","Apoptosis"
"N-mmu04210-97","Pdpk1","mmu04210","Apoptosis"
"N-mmu04210-98","Phosphatidylinositol-3,4,5-trisphosphate","mmu04210","Apoptosis"
"N-mmu04210-103","Gzmb","mmu04210","Apoptosis"
"N-mmu04210-109","Bcl2l11*","mmu04210","Apoptosis"
"N-mmu04210-110","Mcl1*","mmu04210","Apoptosis"
"N-mmu04210-115","Hras","mmu04210","Apoptosis"
"N-mmu04210-116","Raf1","mmu04210","Apoptosis"
"N-mmu04210-117","Map2k1","mmu04210","Apoptosis"
"N-mmu04210-118","Mapk1","mmu04210","Apoptosis"
"N-mmu04210-34 35","Fadd Tradd","mmu04210","Apoptosis"
"N-mmu04210-65 66","Traf2 Ern1","mmu04210","Apoptosis"
"N-mmu04210-100 101","Casp2 Pidd1","mmu04210","Apoptosis"
"N-mmu04210-20 21","Apaf1 Cycs","mmu04210","Apoptosis"
"N-mmu04210-57","Bak1","mmu04210","Apoptosis"
"N-mmu04210-56","Bax","mmu04210","Apoptosis"
"N-mmu04210-102","Pidd1","mmu04210","Apoptosis"
"N-mmu04210-58","Bid*","mmu04210","Apoptosis"
"N-mmu04210-61","Apaf1","mmu04210","Apoptosis"
"N-mmu04210-63","Fas*","mmu04210","Apoptosis"
"N-mmu04210-64","Tnfrsf10b*","mmu04210","Apoptosis"
"N-mmu04210-60","Bbc3","mmu04210","Apoptosis"
"N-mmu04210-59","Pmaip1","mmu04210","Apoptosis"
"N-mmu04210-74","Bax*","mmu04210","Apoptosis"
"N-mmu04210-75","Bak1*","mmu04210","Apoptosis"
"N-mmu04210-52","Parp1","mmu04210","Apoptosis"
"N-mmu04210-105","Actb","mmu04210","Apoptosis"
"N-mmu04210-50","Spta1","mmu04210","Apoptosis"
"N-mmu04210-4","Dffa","mmu04210","Apoptosis"
"N-mmu04210-69","Ptpn13","mmu04210","Apoptosis"
"N-mmu04210-70","Cflar*","mmu04210","Apoptosis"
"N-mmu04210-10","Birc3","mmu04210","Apoptosis"
"N-mmu04210-71","Gadd45a","mmu04210","Apoptosis"
"N-mmu04210-73","Traf1","mmu04210","Apoptosis"
"N-mmu04210-3","Bcl2l1","mmu04210","Apoptosis"
"N-mmu04210-72","Bcl2a1a","mmu04210","Apoptosis"
"N-mmu04210-51","Lmna","mmu04210","Apoptosis"
"N-mmu04210-31 32 33","Traf2 Ripk1 Tradd","mmu04210","Apoptosis"
"N-mmu04210-99","Bid**","mmu04210","Apoptosis"
"N-mmu04210-83","Trp53*","mmu04210","Apoptosis"
"N-mmu04210-84","Fas**","mmu04210","Apoptosis"
"N-mmu04210-85","Fasl*","mmu04210","Apoptosis"
"N-mmu04210-86","Bcl2l11","mmu04210","Apoptosis"
"N-mmu04210-114","Hrk","mmu04210","Apoptosis"
"N-mmu04210-22","Bid","mmu04210","Apoptosis"
"N-mmu04210-106","Tuba1a","mmu04210","Apoptosis"
"N-mmu04210-107","Mcl1","mmu04210","Apoptosis"
"N-mmu04210-119","Bcl2*","mmu04210","Apoptosis"
"N-mmu04211-1","Foxo1","mmu04211","Longevity regulating pathway"
"N-mmu04211-3","Mtor","mmu04211","Longevity regulating pathway"
"N-mmu04211-4","Akt1","mmu04211","Longevity regulating pathway"
"N-mmu04211-5","Pik3ca","mmu04211","Longevity regulating pathway"
"N-mmu04211-6","Phosphatidylinositol-3,4,5-trisphosphate","mmu04211","Longevity regulating pathway"
"N-mmu04211-8","Igf1","mmu04211","Longevity regulating pathway"
"N-mmu04211-9","Igf1r","mmu04211","Longevity regulating pathway"
"N-mmu04211-10","Irs1","mmu04211","Longevity regulating pathway"
"N-mmu04211-11","Hras","mmu04211","Longevity regulating pathway"
"N-mmu04211-12","3,5-Cyclic AMP","mmu04211","Longevity regulating pathway"
"N-mmu04211-13","Prkaca","mmu04211","Longevity regulating pathway"
"N-mmu04211-14","Adcy4","mmu04211","Longevity regulating pathway"
"N-mmu04211-15","Prkaa1","mmu04211","Longevity regulating pathway"
"N-mmu04211-16","Ins1","mmu04211","Longevity regulating pathway"
"N-mmu04211-17","Insr","mmu04211","Longevity regulating pathway"
"N-mmu04211-27","Rheb","mmu04211","Longevity regulating pathway"
"N-mmu04211-28","Eif4ebp1","mmu04211","Longevity regulating pathway"
"N-mmu04211-30","Stk11","mmu04211","Longevity regulating pathway"
"N-mmu04211-31","Trp53","mmu04211","Longevity regulating pathway"
"N-mmu04211-32","Sesn1","mmu04211","Longevity regulating pathway"
"N-mmu04211-33","Adipoq","mmu04211","Longevity regulating pathway"
"N-mmu04211-34","Adipor2","mmu04211","Longevity regulating pathway"
"N-mmu04211-35","Resveratrol","mmu04211","Longevity regulating pathway"
"N-mmu04211-36","Sirolimus","mmu04211","Longevity regulating pathway"
"N-mmu04211-37","Metformin","mmu04211","Longevity regulating pathway"
"N-mmu04211-40","NAD+","mmu04211","Longevity regulating pathway"
"N-mmu04211-41","Sirt1","mmu04211","Longevity regulating pathway"
"N-mmu04211-44","AMP","mmu04211","Longevity regulating pathway"
"N-mmu04211-45","Kl","mmu04211","Longevity regulating pathway"
"N-mmu04211-46","Kl*","mmu04211","Longevity regulating pathway"
"N-mmu04211-47","Calcium cation","mmu04211","Longevity regulating pathway"
"N-mmu04211-48","Camkk2","mmu04211","Longevity regulating pathway"
"N-mmu04211-49","Camk4","mmu04211","Longevity regulating pathway"
"N-mmu04211-58","Appl1","mmu04211","Longevity regulating pathway"
"N-mmu04211-25 26","Tsc2 Tsc1","mmu04211","Longevity regulating pathway"
"N-mmu04211-23","Sod2","mmu04211","Longevity regulating pathway"
"N-mmu04211-56","Cat","mmu04211","Longevity regulating pathway"
"N-mmu04211-57","Atg5","mmu04211","Longevity regulating pathway"
"N-mmu04211-2","Rps6kb2","mmu04211","Longevity regulating pathway"
"N-mmu04211-43 59 60 61","Ulk1 Rb1cc1 Atg13 Atg101","mmu04211","Longevity regulating pathway"
"N-mmu04211-62","Ehmt2","mmu04211","Longevity regulating pathway"
"N-mmu04211-29","Eif4e","mmu04211","Longevity regulating pathway"
"N-mmu04211-42","Ppargc1a","mmu04211","Longevity regulating pathway"
"N-mmu04211-38","Bax","mmu04211","Longevity regulating pathway"
"N-mmu04211-39","Trp53*","mmu04211","Longevity regulating pathway"
"N-mmu04211-51","Nfkb1","mmu04211","Longevity regulating pathway"
"N-mmu04211-52","Pparg","mmu04211","Longevity regulating pathway"
"N-mmu04211-50","Ppargc1a*","mmu04211","Longevity regulating pathway"
"N-mmu04213-1","Foxo1","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-3","Mtor","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-4","Akt1","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-5","Pik3ca","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-6","Phosphatidylinositol-3,4,5-trisphosphate","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-8","Igf1","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-9","Igf1r","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-10","Irs1","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-11","Hras","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-12","Foxo3","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-14","Mtor*","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-15","Akt1*","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-16","Pik3ca*","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-17","Phosphatidylinositol-3,4,5-trisphosphate*","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-18","Igf1*","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-19","Igf1r*","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-20","Irs1*","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-21","Foxo3*","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-22","Akt1**","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-23","Pik3ca**","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-24","Phosphatidylinositol-3,4,5-trisphosphate**","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-25","Insr","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-30","Rps6kb2**","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-31","Mtor**","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-35","Eif4ebp2","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-36","Foxa2","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-39","Irs1**","mmu04213","Longevity regulating pathway - multiple species"
"N-mmu04213-41","3,5-Cyclic AMP*","mmu04213","Longevity regulating pathway - multiple species"
